Martinique,21,2022-03-26
Myanmar,-7,2022-11-05
Jersey,12,2022-11-23
Algeria,25,2022-08-15
Kyrgyz Republic,39,2022-05-09
Peru,-27,2022-08-18
Bolivia,0,2022-03-08
Bulgaria,-29,2022-05-20
Malta,-17,2022-11-22
Brazil,-16,2022-01-01
Yemen,37,2021-12-14
Oman,37,2022-06-14
Austria,23,2022-11-04
Montserrat,-8,2022-05-29
Anguilla,-38,2022-05-20
Philippines,-34,2022-10-20
Cuba,39,2022-03-10
Comoros,-27,2022-07-25
Saint Barthelemy,-40,2021-12-14
Nepal,-1,2022-10-20
Andorra,-9,2022-04-09
Bahrain,-35,2022-09-23
Bangladesh,32,2022-11-07
Nepal,-24,2022-08-03
Republic of Korea,40,2022-10-19
Switzerland,-6,2022-07-11
Bermuda,-22,2022-01-18
Northern Mariana Islands,-39,2022-01-22
Netherlands,12,2022-11-06
Sri Lanka,-5,2022-10-15
Falkland Islands (Malvinas),11,2022-06-09
Aruba,2,2022-08-03
New Caledonia,-40,2022-06-13
Seychelles,-25,2022-06-02
Egypt,-2,2022-03-10
El Salvador,-20,2022-04-16
Finland,-28,2022-08-15
Macao,-34,2022-05-27
Cameroon,27,2022-09-16
Sudan,19,2022-02-01
Guyana,10,2022-05-24
Japan,15,2022-05-04
Syrian Arab Republic,31,2022-11-22
Antarctica (the territory South of 60 deg S),-31,2022-03-04
Sierra Leone,27,2022-09-08
Colombia,30,2022-07-12
Taiwan,-3,2022-09-28
Colombia,-8,2022-10-26
China,6,2021-12-30
Turks and Caicos Islands,-4,2022-11-12
Lebanon,-4,2022-05-12
Saint Martin,-12,2022-08-04
Northern Mariana Islands,-14,2022-03-29
Angola,-32,2022-10-13
France,14,2022-11-13
Pakistan,19,2022-06-29
Romania,-5,2022-01-13
Chile,12,2022-09-18
Namibia,-3,2022-05-11
India,-38,2022-09-04
Senegal,12,2022-07-29
Croatia,24,2022-09-16
Saint Helena,37,2022-09-14
Tokelau,34,2022-02-13
Uganda,2,2022-09-17
Ghana,17,2022-10-13
Burkina Faso,-30,2022-10-24
Fiji,-16,2022-03-03
India,-12,2022-06-14
Timor-Leste,39,2022-04-12
Czech Republic,-8,2022-09-14
El Salvador,-2,2022-11-27
Saint Helena,27,2022-02-15
San Marino,-23,2022-04-18
Sweden,-20,2022-02-02
Hungary,16,2022-05-24
Niue,-21,2022-05-28
Democratic People's Republic of Korea,28,2022-08-15
Bahamas,35,2022-10-22
Faroe Islands,38,2022-06-22
Guyana,-28,2022-09-23
Niue,-30,2022-01-22
Norway,-15,2022-08-10
Aruba,36,2022-07-18
Anguilla,-17,2022-12-04
Comoros,-21,2022-11-05
Saint Barthelemy,4,2022-07-22
Vanuatu,19,2022-02-02
Isle of Man,37,2021-12-24
Cook Islands,-15,2022-10-09
Lebanon,-35,2022-11-09
Samoa,-14,2022-11-16
Sri Lanka,10,2022-10-20
Georgia,-17,2022-07-24
Belgium,6,2022-08-30
Iceland,-40,2022-07-02
Rwanda,-26,2022-03-20
Tokelau,-35,2022-04-15
Namibia,39,2022-08-22
Guam,-18,2022-09-24
Saint Pierre and Miquelon,-1,2022-07-10
Cuba,23,2022-05-17
South Georgia and the South Sandwich Islands,1,2022-03-08
Brazil,26,2022-03-31
Brazil,-23,2022-03-28
Cuba,12,2022-03-24
Gibraltar,27,2022-01-16
Palestinian Territory,-38,2022-08-12
Guam,-18,2021-12-22
Finland,-38,2022-01-19
Bahamas,-8,2022-09-22
Ireland,23,2022-04-07
Togo,15,2022-05-28
Northern Mariana Islands,14,2022-01-05
Isle of Man,-34,2022-03-16
Oman,-7,2022-06-25
Nigeria,38,2022-11-21
Solomon Islands,-32,2022-08-29
Australia,28,2022-06-25
Georgia,-2,2022-12-08
Vanuatu,-34,2022-09-24
Poland,-14,2022-04-30
Guadeloupe,14,2021-12-31
Suriname,-7,2022-11-13
Marshall Islands,-2,2022-10-14
Venezuela,-4,2022-05-30
Estonia,-36,2022-06-23
Libyan Arab Jamahiriya,33,2022-09-10
Equatorial Guinea,8,2022-10-06
Oman,-37,2022-02-25
Saint Vincent and the Grenadines,38,2022-02-09
Singapore,-4,2022-07-21
Puerto Rico,-32,2022-11-21
Zimbabwe,25,2022-11-24
Mauritania,-16,2022-08-07
Vanuatu,19,2022-04-27
